,longitude,latitude,number
1535,-122.05,37.89,60133430012005
1536,-122.04,37.89,60133430011008
1537,-122.05,37.9,60133430013008
1538,-122.04,37.9,60133430023002
1539,-122.02,37.89,60133430031000
1540,-122.04,37.88,60133430032009
1541,-122.03,37.86,60133461021001
1542,-122.04,37.85,60133452041010
1543,-121.94,37.73,60133451012004
1544,-121.94,37.73,60133451012004
1545,-121.93,37.73,60133451014000
1546,-121.93,37.73,60133451014000
1547,-121.95,37.74,60133451021013
1548,-121.95,37.74,60133451021013
1549,-121.94,37.75,60133451033008
1550,-121.92,37.73,60133451031008
1551,-121.93,37.74,60133451032000
1552,-121.94,37.75,60133451033008
1553,-121.97,37.79,60133451141003
1554,-121.98,37.8,60133451052003
1555,-121.98,37.8,60133451052003
1556,-121.98,37.81,60133451054000
1557,-121.96,37.81,60133451143000
1558,-121.97,37.8,60133451144000
1559,-121.94,37.8,60133451132009
1560,-121.97,37.79,60133451141003
1561,-121.95,37.78,60133451173000
1562,-121.96,37.76,60133451111000
1563,-121.94,37.76,60133451182008
1564,-121.93,37.76,60133451124013
1565,-121.92,37.74,60133451123011
1566,-121.93,37.78,60133451121005
1567,-121.96,37.74,60133451153005
1568,-121.97,37.76,60133451161007
1569,-121.97,37.77,60133451181011
1570,-121.98,37.74,60133451151003
1571,-122.02,37.84,60133452042001
1572,-122.01,37.83,60133452034007
1573,-122,37.82,60133452032008
1574,-121.99,37.82,60133462031006
1575,-122.03,37.83,60133452042005
1576,-121.99,37.77,60133452062004
1577,-121.99,37.81,60133451054003
1578,-122.02,37.8,60133452031006
1579,-122.03,37.87,60133461011014
1580,-122.02,37.88,60133461012002
1581,-122.02,37.87,60133461012004
1582,-122.03,37.86,60133461021001
1583,-122,37.86,60133461022000
1584,-121.97,37.87,60133461023000
1585,-121.96,37.84,60133462051000
1586,-122,37.84,60133462062002
1587,-121.96,37.85,60133462051000
1588,-121.99,37.83,60133462032008
1589,-121.98,37.82,60133462044005
1590,-121.95,37.81,60133462041000
1591,-122.1,37.93,60133470001014
1592,-122.12,37.94,60133470002016
1593,-122.1,37.9,60133480003000
1594,-122.14,37.9,60133480002002
1595,-122.12,37.91,60133470002031
1596,-122.09,37.89,60133410002018
1597,-122.1,37.89,60133490001005
1598,-122.11,37.89,60133490002012
1599,-122.11,37.88,60133512003000
1600,-122.12,37.88,60133512003001
1601,-122.12,37.89,60133500001002
1602,-122.13,37.89,60133500004002
1603,-122.13,37.87,60133500003005
1604,-122.14,37.88,60133500004011
1605,-122.07,37.88,60133342003000
1606,-122.08,37.88,60133511041000
1607,-122.08,37.88,60133511041000
1608,-122.08,37.87,60133511042000
1609,-122.06,37.85,60133511013000
1610,-122.07,37.86,60133511012001
1611,-122.06,37.86,60133511032000
1612,-122.07,37.86,60133511012001
1613,-122.08,37.87,60133511042000
1614,-122.1,37.88,60133490002014
1615,-122.09,37.86,60133512002014
1616,-122.11,37.87,60133512003005
1617,-122.12,37.85,60133521011011
1618,-122.08,37.84,60133521011022
1619,-122.12,37.81,60133521021006
1620,-122.12,37.82,60133521022005
1621,-122.11,37.83,60133521024005
1622,-122.08,37.82,60133521024000
1623,-122.14,37.86,60133522011000
1624,-122.14,37.85,60133522013001
1625,-122.14,37.84,60133522012008
1626,-122.16,37.83,60133522021013
1627,-122.16,37.86,60133530011000
1628,-122.18,37.88,60133530023003
1629,-122.18,37.86,60133530013000
1630,-122.16,37.89,60133530021010
1631,-122.17,37.88,60133530022001
1632,-122.17,37.88,60133530022001
1633,-122.17,37.87,60133530024001
1634,-122.22,37.88,60133540011017
1635,-122.2,37.89,60133540011013
1636,-122.2,37.88,60133540011021
1637,-122.18,37.91,60133540021008
1638,-122.2,37.9,60133540022000
1639,-122.18,37.9,60133540023001
1640,-122.18,37.89,60133540024009
1641,-121.84,37.98,60133551072002
1642,-121.81,37.97,60133551071003
1643,-121.78,37.97,60133551102000
1644,-121.83,37.95,60133551071008
1645,-121.94,37.83,60133551123004
1646,-121.89,37.82,60133551122005
1647,-121.91,37.81,60133551131000
1648,-121.82,37.81,60133551121038
1649,-121.96,37.99,60133552022025
1650,-121.96,37.94,60133553093003
1651,-121.96,37.95,60133553101000
1652,-121.95,37.94,60133553091004
1653,-121.97,37.93,60133553092010
1654,-122.01,37.92,60133553022001
1655,-122.01,37.92,60133553022001
1656,-121.99,37.92,60133553023000
1657,-121.93,37.89,60133553061009
1658,-121.92,37.96,60133551073021
1659,-121.94,37.95,60133553082000
1660,-121.91,37.93,60133551073024
1661,-121.94,37.94,60133553062009
1662,-121.94,37.93,60133553061012
1663,-121.93,37.93,60133553064002
1664,-121.93,37.93,60133553064002
1665,-121.95,37.94,60133553091004
1666,-122.25,38.02,60133560011004
1667,-122.25,38.03,60133560013017
1668,-122.21,38.02,60133560013021
1669,-122.2,37.96,60133560021092
1670,-122.23,38.06,60133580005000
1671,-122.23,38.05,60133570001017
1672,-122.21,38.06,60952506053013
1673,-122.2,38.04,60133570002022
1674,-122.26,38.03,60133580001000
1675,-122.27,38.04,60133580005007
1676,-122.26,38.03,60133580001000
1677,-122.26,38.04,60133580005038
1678,-122.25,38.05,60133580005003
1679,-122.32,38.06,60139900000003
1680,-122.28,38,60133592021001
1681,-122.29,38,60133591033010
1682,-122.36,38.03,60139900000004
1683,-122.3,38,60133591022000
1684,-122.31,38,60133591022001
1685,-122.31,38.01,60133591023001
1686,-122.28,37.99,60133592021013
1687,-122.26,37.98,60133592022013
1688,-122.27,37.99,60133592022012
1689,-122.27,37.98,60133601022003
1690,-122.26,38.02,60133592032003
1691,-122.24,38.01,60133560021020
1692,-122.24,38.01,60133560021020
1693,-122.25,38,60133592033002
1694,-122.26,38,60133592041002
1695,-122.26,38,60133592041002
1696,-122.27,38,60133592043005
1697,-122.27,38,60133592043005
1698,-122.26,38,60133592041002
1699,-122.29,37.98,60133601011001
1700,-122.28,37.96,60133601023000
1701,-122.27,37.97,60133601021001
1702,-122.3,37.97,60133602002002
1703,-122.3,37.97,60133602002002
1704,-122.29,37.97,60133602003000
1705,-122.3,37.97,60133602002002
1706,-122.29,37.94,60133610002000
1707,-122.32,37.95,60133620003008
1708,-122.31,37.94,60133620003016
1709,-122.31,37.94,60133620003016
1710,-122.32,37.95,60133620003008
1711,-122.31,37.99,60133630004001
1712,-122.3,37.98,60133630002003
1713,-122.32,37.97,60133630001005
1714,-122.32,38.01,60133922023000
1715,-122.33,38,60133922022009
1716,-122.31,38,60133591022001
1717,-122.32,37.99,60133640021022
1718,-122.32,38,60133640023003
1719,-122.34,37.99,60133922013018
1720,-122.33,37.98,60133650031002
1721,-122.33,37.99,60133640021018
1722,-122.39,38,60139900000006
1723,-122.36,37.96,60133650023015
1724,-122.36,37.96,60133650023015
1725,-122.36,37.95,60133730003001
1726,-122.37,37.95,60133780001048
1727,-122.37,37.95,60133780001048
1728,-122.37,37.96,60133650023009
1729,-122.41,37.98,60139900000006
1730,-122.34,37.98,60133660011003
1731,-122.35,37.98,60133660011000
1732,-122.34,37.97,60133672002001
1733,-122.35,37.96,60133680021011
1734,-122.35,37.97,60133660022005
1735,-122.35,37.97,60133660022005
1736,-122.32,37.97,60133630001005
1737,-122.32,37.97,60133630001005
1738,-122.33,37.97,60133671002000
1739,-122.33,37.98,60133650031002
1740,-122.33,37.97,60133671002000
1741,-122.34,37.97,60133672002001
1742,-122.33,37.96,60133690021009
1743,-122.35,37.96,60133680021011
1744,-122.35,37.96,60133680021011
1745,-122.35,37.96,60133680021011
1746,-122.35,37.95,60133730001000
1747,-122.35,37.96,60133680021011
1748,-122.36,37.96,60133650023015
1749,-122.32,37.96,60133610002010
1750,-122.32,37.96,60133610002010
1751,-122.32,37.95,60133620003008
1752,-122.33,37.95,60133690011005
1753,-122.34,37.96,60133690014000
1754,-122.34,37.96,60133690014000
1755,-122.32,37.94,60133700002002
1756,-122.32,37.94,60133700002002
1757,-122.32,37.93,60133840002005
1758,-122.33,37.95,60133690011005
1759,-122.33,37.94,60133710003010
1760,-122.33,37.94,60133710003010
1761,-122.33,37.94,60133710003010
1762,-122.33,37.94,60133710003010
1763,-122.33,37.94,60133710003010
1764,-122.34,37.95,60133720001013
1765,-122.33,37.95,60133690011005
1766,-122.33,37.95,60133690011005
1767,-122.34,37.95,60133720001013
1768,-122.34,37.95,60133720001013
1769,-122.34,37.95,60133720001013
1770,-122.34,37.95,60133720001013
1771,-122.35,37.95,60133730001000
1772,-122.35,37.95,60133730001000
1773,-122.36,37.95,60133730003001
1774,-122.34,37.94,60133740001013
1775,-122.34,37.94,60133740001013
1776,-122.34,37.94,60133740001013
1777,-122.34,37.94,60133740001013
1778,-122.35,37.94,60133750001016
1779,-122.35,37.94,60133750001016
1780,-122.35,37.94,60133750001016
1781,-122.36,37.95,60133730003001
1782,-122.36,37.94,60133760004006
1783,-122.36,37.94,60133760004006
1784,-122.36,37.94,60133760004006
1785,-122.36,37.94,60133760004006
1786,-122.37,37.94,60133780001045
1787,-122.35,37.93,60133790002002
1788,-122.35,37.93,60133790002002
1789,-122.36,37.94,60133760004006
1790,-122.36,37.93,60133790003004
1791,-122.37,37.94,60133780001045
1792,-122.37,37.93,60133790004014
1793,-122.38,37.91,60133780002037
1794,-122.42,37.93,60139900000012
1795,-122.41,37.94,60133780001015
1796,-122.34,37.93,60133810004009
1797,-122.35,37.93,60133790002002
1798,-122.36,37.93,60133790003004
1799,-122.36,37.93,60133790003004
1800,-122.37,37.93,60133790004014
1801,-122.33,37.91,60133800011008
1802,-122.35,37.92,60133800021037
1803,-122.36,37.92,60133800021039
1804,-122.35,37.91,60133800011009
1805,-122.33,37.93,60133810001011
1806,-122.33,37.93,60133810001011
1807,-122.34,37.93,60133810004009
1808,-122.34,37.93,60133810004009
1809,-122.35,37.93,60133790002002
1810,-122.32,37.92,60133860001028
1811,-122.33,37.92,60133820002005
1812,-122.32,37.92,60133860001028
1813,-122.32,37.91,60133820004001
1814,-122.31,37.91,60133830002019
1815,-122.31,37.91,60133830002019
1816,-122.31,37.91,60133830002019
1817,-122.31,37.93,60133852001003
1818,-122.31,37.93,60133852001003
1819,-122.32,37.93,60133840002005
1820,-122.32,37.94,60133700002002
1821,-122.3,37.92,60133851001018
1822,-122.29,37.92,60133851002011
1823,-122.29,37.92,60133851002011
1824,-122.3,37.93,60133851001000
1825,-122.31,37.93,60133852001003
1826,-122.32,37.93,60133840002005
1827,-122.31,37.92,60133870001005
1828,-122.31,37.92,60133870001005
1829,-122.31,37.92,60133870001005
1830,-122.32,37.92,60133860001028
1831,-122.31,37.92,60133870001005
1832,-122.3,37.92,60133851001018
1833,-122.31,37.91,60133830002019
1834,-122.3,37.91,60133880002001
1835,-122.3,37.91,60133880002001
1836,-122.3,37.9,60133891002013
1837,-122.3,37.9,60133891002013
1838,-122.3,37.9,60133891002013
1839,-122.3,37.9,60133891002013
1840,-122.29,37.92,60133851002011
1841,-122.29,37.91,60133902002000
1842,-122.29,37.91,60133902002000
1843,-122.29,37.91,60133902002000
1844,-122.29,37.9,60133902001010
1845,-122.28,37.91,60133920003000
1846,-122.28,37.9,60014212004002
1847,-122.28,37.9,60014212004002
1848,-122.28,37.91,60133920003000
1849,-122.27,37.91,60133920001010
1850,-122.28,37.91,60133920003000
1851,-124.17,41.8,60150001062010
1852,-124.3,41.8,60150001061011
1853,-124.23,41.75,60150001071013
1854,-124.21,41.77,60150001072004
1855,-124.19,41.78,60150001041000
1856,-124.22,41.73,60159900000003
1857,-124.21,41.75,60150001011069
1858,-124.17,41.76,60150001021025
1859,-124.16,41.74,60150001022029
1860,-124.14,41.95,60150002022000
1861,-124.16,41.92,60150002022023
1862,-124.3,41.84,60159900000002
1863,-124.15,41.81,60150002012004
1864,-123.91,41.68,60150002024029
1865,-123.83,41.88,60150002023032
1866,-123.92,41.54,60150002024169
1867,-119.94,38.96,320050018001011
1868,-119.95,38.95,60170316012002
1869,-119.95,38.95,60170316012002
1870,-119.95,38.95,60170316012002
1871,-119.94,38.95,60170316021011
1872,-119.95,38.94,60170316022005
1873,-119.93,38.94,60170316021011
1874,-119.97,38.94,60170302011004
1875,-119.97,38.93,60170302011025
1876,-119.98,38.96,60179900000003
1877,-119.96,38.94,60170302023000
1878,-119.96,38.94,60170302023000
1879,-119.96,38.93,60170302021013
1880,-119.94,38.92,60170302022011
1881,-119.98,38.94,60170303023003
1882,-119.98,38.94,60170303023003
1883,-119.99,38.94,60170303022001
1884,-119.99,38.94,60170303022001
1885,-119.99,38.93,60170303021004
1886,-119.98,38.93,60170303012011
1887,-119.98,38.93,60170303012011
1888,-119.98,38.92,60170303011023
1889,-119.98,38.92,60170303011023
1890,-120,38.93,60170304031001
1891,-120.01,38.93,60170304033006
1892,-120,38.92,60170304043003
1893,-120,38.92,60170304043003
1894,-120.01,38.92,60170304041007
1895,-120.01,38.92,60170304041007
1896,-120.02,38.91,60170305024003
1897,-120.02,38.92,60170304021005
1898,-120.01,38.91,60170304024008
1899,-120.01,38.91,60170304024008
1900,-120.01,38.89,60170304025009
1901,-120,38.9,60170304025012
1902,-119.99,38.88,60170305043022
1903,-119.98,38.9,60170305041011
1904,-119.92,38.91,60170305042000
1905,-120,38.87,60170305072004
1906,-119.96,38.84,60170305071000
1907,-120.02,38.76,60170305061033
1908,-120.04,38.86,60170305021010
1909,-120.03,38.89,60170305024000
1910,-120.02,38.86,60170305023005
1911,-120.13,39.06,60170320011023
1912,-120.16,39.04,60170320011054
1913,-120.16,39.01,60170320021034
1914,-120.06,39.01,60179900000002
1915,-120.1,38.91,60170320021039
1916,-120.97,38.91,60170306014011
1917,-121.04,38.81,60170306012016
1918,-120.72,38.94,60170306033001
1919,-120.88,38.91,60170306062009
1920,-120.92,38.86,60170306063015
1921,-120.87,38.83,60170306061005
1922,-120.84,38.81,60170306052002
1923,-120.81,38.89,60170306031011
1924,-120.79,38.83,60170306032012
1925,-120.71,38.85,60170306033025
1926,-120.5,38.87,60170306034086
1927,-120.3,38.9,60170306034021
1928,-121.09,38.68,60170307062007
1929,-121.08,38.67,60170307063001
1930,-121.07,38.66,60170318001004
1931,-121.06,38.7,60170307093009
1932,-121,38.58,60170307121028
1933,-121.01,38.73,60170308012012
1934,-120.99,38.69,60170308111008
1935,-121.02,38.66,60170308072001
1936,-120.99,38.67,60170308071012
1937,-120.98,38.67,60170308091001
1938,-120.98,38.66,60170308092009
1939,-120.98,38.68,60170308121000
1940,-120.95,38.69,60170308122011
1941,-120.96,38.66,60170308123016
1942,-120.97,38.65,60170308041011
1943,-120.93,38.65,60170308042006
1944,-120.91,38.62,60170308043038
1945,-120.95,38.79,60170309011023
1946,-120.93,38.77,60170309012008
1947,-120.91,38.73,60170309023027
1948,-120.87,38.71,60170309022006
1949,-120.84,38.77,60170310002000
1950,-120.86,38.75,60170310002011
1951,-120.83,38.74,60170310003003
1952,-120.84,38.73,60170310004055
1953,-120.81,38.73,60170310001002
1954,-120.78,38.74,60170311004013
1955,-120.81,38.74,60170311002003
1956,-120.76,38.76,60170311003018
1957,-120.76,38.73,60170312002029
1958,-120.78,38.73,60170312002020
1959,-120.81,38.73,60170310001002
1960,-120.78,38.72,60170312002015
1961,-120.67,38.76,60170313011023
1962,-120.7,38.75,60170313012002
1963,-120.71,38.73,60170313013027
1964,-120.58,38.77,60170313021013
1965,-120.58,38.77,60170313021013
1966,-120.6,38.76,60170313021031
1967,-120.59,38.76,60170313024011
1968,-120.63,38.75,60170313022017
1969,-120.7,38.69,60170314042000
1970,-120.63,38.73,60170314052001
1971,-120.62,38.71,60170314061007
1972,-120.63,38.68,60170314063013
1973,-120.54,38.75,60170314064005
1974,-120.76,38.6,60170314071013
1975,-120.66,38.61,60170314082010
1976,-120.72,38.57,60170314093014
1977,-120.59,38.53,60170314093023
1978,-120.44,38.61,60170314092007
1979,-120.32,38.71,60170319001070
1980,-120.08,38.8,60170319001003
1981,-120.88,38.58,60170315032011
1982,-120.84,38.63,60170315031005
1983,-120.81,38.67,60170315042013
1984,-120.76,38.65,60170315043008
1985,-120.85,38.69,60170315051010
1986,-120.79,38.7,60170315061002
1987,-119.81,36.73,60190002002024
1988,-119.81,36.73,60190002002024
1989,-119.81,36.74,60190002001002
1990,-119.79,36.73,60190003002013
1991,-119.8,36.73,60190003002029
1992,-119.8,36.72,60190009022003
1993,-119.81,36.72,60190009023011
1994,-119.81,36.73,60190002002024
1995,-119.77,36.73,60190004004020
1996,-119.77,36.72,60190012011017
1997,-119.78,36.73,60190004003019
1998,-119.77,36.73,60190004004020
1999,-119.77,36.75,60190026011001
2000,-119.77,36.74,60190026021011
2001,-119.78,36.74,60190005021026
2002,-119.78,36.75,60190005021002
2003,-119.78,36.75,60190005021002
2004,-119.79,36.74,60190006021022
2005,-119.79,36.74,60190006021022
2006,-119.8,36.74,60190001001003
2007,-119.8,36.75,60190006012001
2008,-119.79,36.75,60190006021002
2009,-119.82,36.74,60190007021022
2010,-119.82,36.72,60190086004003
2011,-119.82,36.72,60190086004003
2012,-119.83,36.73,60190007021061
2013,-119.83,36.72,60190086004007
2014,-119.83,36.71,60190086004010
2015,-119.79,36.72,60190011002023
2016,-119.8,36.71,60190009012003
2017,-119.81,36.71,60190009011007
2018,-119.8,36.72,60190009022003
2019,-119.8,36.72,60190009022003
2020,-119.79,36.7,60190011001027
2021,-119.8,36.7,60190010002000
2022,-119.81,36.7,60190010002004
2023,-119.78,36.72,60190012011014
2024,-119.79,36.72,60190011002023
2025,-119.78,36.71,60190011001007
2026,-119.74,36.71,60190012022009
2027,-119.76,36.71,60190012012018
2028,-119.76,36.72,60190012011003
2029,-119.75,36.71,60190012013008
2030,-119.74,36.73,60190013014010
2031,-119.74,36.72,60190012021000
2032,-119.75,36.72,60190012011000
2033,-119.76,36.73,60190013011009
2034,-119.76,36.73,60190013011009
2035,-119.75,36.73,60190013013002
2036,-119.74,36.73,60190013014010
2037,-119.69,36.75,60190014112007
2038,-119.67,36.74,60190014121021
2039,-119.69,36.74,60190014113012
2040,-119.69,36.75,60190014112007
2041,-119.67,36.73,60190014132014
2042,-119.69,36.73,60190014182013
2043,-119.69,36.74,60190014113012
2044,-119.69,36.71,60190014171011
2045,-119.67,36.72,60190014132046
2046,-119.73,36.73,60190014072004
2047,-119.72,36.73,60190014072003
2048,-119.72,36.72,60190014152000
2049,-119.73,36.72,60190014153000
2050,-119.73,36.73,60190014072004
2051,-119.71,36.73,60190014091011
2052,-119.72,36.71,60190014152009
2053,-119.73,36.72,60190014153000
2054,-119.73,36.68,60190015002036
2055,-119.69,36.69,60190015002014
2056,-119.76,36.68,60190015001026
2057,-119.67,36.65,60190016001009
2058,-119.63,36.64,60190016001025
2059,-119.65,36.62,60190016003021
2060,-119.68,36.63,60190016002024
2061,-119.74,36.65,60190017001020
2062,-119.68,36.62,60190017004035
2063,-119.73,36.62,60190017003001
2064,-119.73,36.59,60190017002027
2065,-119.8,36.68,60190018001025
2066,-119.78,36.65,60190018002018
2067,-119.82,36.64,60190018003028
2068,-119.8,36.65,60190018004010
2069,-119.89,36.73,60190086001015
2070,-119.87,36.72,60190086002002
2071,-119.89,36.7,60190086003023
2072,-119.85,36.74,60190086001027
2073,-119.84,36.77,60190020001013
2074,-119.83,36.76,60190020002001
2075,-119.82,36.75,60190020003005
2076,-119.84,36.75,60190020004013
2077,-119.83,36.75,60190020003010
2078,-119.81,36.76,60190021001015
2079,-119.81,36.76,60190021001015
2080,-119.81,36.75,60190007021000
2081,-119.82,36.76,60190021004017
2082,-119.82,36.76,60190021004017
2083,-119.8,36.76,60190022001009
2084,-119.8,36.75,60190006012001
2085,-119.81,36.76,60190021001015
2086,-119.8,36.76,60190022001009
2087,-119.79,36.76,60190024004005
2088,-119.79,36.75,60190006021002
2089,-119.8,36.75,60190006012001
2090,-119.79,36.76,60190024004005
2091,-119.78,36.76,60190024001024
2092,-119.78,36.75,60190005021002
2093,-119.78,36.75,60190005021002
2094,-119.78,36.76,60190024001024
2095,-119.76,36.76,60190025014006
2096,-119.76,36.75,60190026012000
2097,-119.76,36.75,60190026012000
2098,-119.77,36.76,60190025011011
2099,-119.77,36.76,60190025011011
2100,-119.77,36.76,60190025011011
2101,-119.76,36.75,60190026012000
2102,-119.76,36.74,60190026022012
2103,-119.77,36.74,60190026021011
2104,-119.77,36.74,60190026021011
2105,-119.77,36.75,60190026011001
2106,-119.76,36.75,60190026012000
2107,-119.74,36.75,60190027012001
2108,-119.74,36.74,60190027022011
2109,-119.75,36.74,60190027021004
2110,-119.75,36.75,60190027011000
2111,-119.75,36.75,60190027011000
2112,-119.74,36.76,60190028001007
2113,-119.74,36.76,60190028001007
2114,-119.75,36.76,60190028004006
2115,-119.75,36.76,60190028004006
2116,-119.72,36.76,60190029061005
2117,-119.72,36.75,60190029042000
2118,-119.73,36.76,60190029062016
2119,-119.72,36.75,60190029042000
2120,-119.73,36.74,60190029032012
2121,-119.73,36.75,60190029041001
2122,-119.7,36.75,60190014111007
2123,-119.71,36.74,60190030031011
2124,-119.71,36.76,60190030011005
2125,-119.7,36.8,60190058013005
2126,-119.71,36.79,60190031042006
2127,-119.71,36.77,60190031042024
2128,-119.73,36.8,60190031033001
2129,-119.72,36.8,60190031032000
2130,-119.72,36.8,60190031032000
2131,-119.71,36.8,60190031034002
2132,-119.71,36.8,60190031034002
2133,-119.71,36.81,60190056081008
2134,-119.7,36.8,60190058013005
2135,-119.71,36.8,60190031034002
2136,-119.72,36.8,60190031032000
2137,-119.73,36.8,60190031033001
2138,-119.72,36.81,60190056082019
2139,-119.73,36.77,60190031042062
2140,-119.74,36.77,60190032024000
2141,-119.75,36.77,60190032021010
2142,-119.75,36.78,60190052022009
2143,-119.75,36.78,60190052022009
2144,-119.74,36.78,60190052021018
2145,-119.76,36.77,60190033024010
2146,-119.76,36.77,60190033024010
2147,-119.77,36.77,60190033023008
2148,-119.77,36.78,60190052031003
2149,-119.77,36.78,60190052031003
2150,-119.77,36.77,60190033023008
2151,-119.78,36.77,60190034013007
2152,-119.78,36.78,60190051002011
2153,-119.79,36.77,60190035001007
2154,-119.8,36.77,60190035003007
2155,-119.8,36.78,60190049011032
2156,-119.79,36.78,60190051003005
2157,-119.79,36.77,60190035001007
2158,-119.81,36.78,60190048011028
2159,-119.81,36.77,60190036003000
2160,-119.81,36.77,60190036003000
2161,-119.81,36.77,60190036003000
2162,-119.81,36.78,60190048011028
2163,-119.82,36.78,60190048022014
2164,-119.82,36.77,60190037012008
2165,-119.82,36.77,60190037012008
2166,-119.83,36.77,60190037011004
2167,-119.83,36.77,60190037011004
2168,-119.83,36.78,60190047041022
2169,-119.87,36.79,60190038091005
2170,-119.87,36.79,60190038091005
2171,-119.89,36.79,60190038102010
2172,-119.87,36.78,60190038041009
2173,-119.85,36.78,60190038051014
2174,-119.86,36.78,60190038053016
2175,-119.85,36.77,60190038071004
2176,-119.85,36.77,60190038071004
2177,-119.85,36.76,60190038072008
2178,-119.85,36.75,60190038072018
2179,-119.87,36.76,60190038081001
2180,-119.9,36.79,60190038121003
2181,-119.89,36.76,60190038111021
2182,-119.92,36.77,60190038122003
2183,-120.08,36.79,60190039001021
2184,-120.21,36.77,60190039002025
2185,-120.1,36.66,60190039003088
2186,-119.98,36.74,60190039004026
2187,-120,36.7,60190039005030
2188,-120.04,36.74,60190040061009
2189,-120.05,36.72,60190040051012
2190,-120.08,36.72,60190040031002
2191,-120.06,36.72,60190040051012
2192,-120.07,36.74,60190040041006
2193,-119.95,36.8,60190041001036
2194,-119.99,36.8,60190041001027
2195,-120.02,36.8,60190041002017
2196,-120.04,36.79,60190041001060
2197,-119.91,36.83,60190042183014
2198,-119.88,36.81,60190042171004
2199,-119.88,36.85,60190042081007
2200,-119.87,36.83,60190042102010
2201,-119.85,36.83,60190042142004
2202,-119.85,36.83,60190042142004
2203,-119.86,36.82,60190042122000
2204,-119.85,36.82,60190042132002
2205,-119.85,36.82,60190042132002
2206,-119.85,36.82,60190042132002
2207,-119.88,36.83,60190042111018
2208,-119.86,36.81,60190042124001
2209,-119.87,36.81,60190042121010
2210,-119.85,36.81,60190042125002
2211,-119.85,36.8,60190042053010
2212,-119.85,36.8,60190042053010
2213,-119.86,36.8,60190042054010
2214,-119.84,36.85,60190043011010
2215,-119.85,36.84,60190043012014
2216,-119.84,36.84,60190043013021
2217,-119.84,36.83,60190043021012
2218,-119.83,36.83,60190043022007
2219,-119.82,36.83,60190043025000
2220,-119.84,36.83,60190043021012
2221,-119.82,36.83,60190043025000
2222,-119.84,36.82,60190043031008
2223,-119.83,36.82,60190043031000
2224,-119.82,36.82,60190043033003
2225,-119.82,36.81,60190043033031
2226,-119.84,36.81,60190043032008
2227,-119.78,36.86,60190044051002
2228,-119.77,36.86,60190044052007
2229,-119.77,36.85,60190044061006
2230,-119.77,36.84,60190044062012
2231,-119.77,36.84,60190044062012
2232,-119.78,36.84,60190044062005
2233,-119.78,36.85,60190044064003
2234,-119.78,36.86,60190044051002
2235,-119.79,36.85,60190044041003
2236,-119.79,36.84,60190044042023
2237,-119.8,36.86,60190044111002
2238,-119.81,36.85,60190044091002
2239,-119.82,36.84,60190044093005
2240,-119.82,36.84,60190044093005
2241,-119.81,36.83,60190045032004
2242,-119.81,36.83,60190045032004
2243,-119.78,36.83,60190054051002
2244,-119.79,36.82,60190045053010
2245,-119.8,36.83,60190045032000
2246,-119.79,36.83,60190045041012
2247,-119.79,36.82,60190045053010
2248,-119.78,36.82,60190054102005
2249,-119.8,36.82,60190045062021
2250,-119.81,36.81,60190045061025
2251,-119.8,36.8,60190046021016
2252,-119.81,36.8,60190046022004
2253,-119.83,36.8,60190047061005
2254,-119.82,36.8,60190046011010
2255,-119.81,36.8,60190046022004
2256,-119.83,36.8,60190047061005
2257,-119.84,36.8,60190047051008
2258,-119.84,36.8,60190047051008
2259,-119.83,36.79,60190047033003
2260,-119.83,36.78,60190047041022
2261,-119.84,36.78,60190047042009
2262,-119.84,36.79,60190047031011
2263,-119.83,36.79,60190047033003
2264,-119.81,36.78,60190048011028
2265,-119.81,36.78,60190048011028
2266,-119.82,36.78,60190048022014
2267,-119.82,36.79,60190048021011
2268,-119.82,36.79,60190048021011
2269,-119.81,36.79,60190049021011
2270,-119.79,36.79,60190051004002
2271,-119.79,36.78,60190051003005
2272,-119.8,36.78,60190049011032
2273,-119.81,36.79,60190049021011
2274,-119.8,36.79,60190049011004
2275,-119.79,36.81,60190045053011
2276,-119.78,36.8,60190053013003
2277,-119.79,36.8,60190050002005
2278,-119.79,36.81,60190045053011
2279,-119.77,36.79,60190052042006
2280,-119.78,36.78,60190051002011
2281,-119.79,36.79,60190051004002
2282,-119.79,36.79,60190051004002
2283,-119.78,36.79,60190051005007
2284,-119.76,36.79,60190052041007
2285,-119.76,36.78,60190052032017
2286,-119.77,36.79,60190052042006
2287,-119.76,36.79,60190052041007
2288,-119.74,36.79,60190052021001
2289,-119.75,36.78,60190052022009
2290,-119.76,36.8,60190053011008
2291,-119.77,36.8,60190053012002
2292,-119.78,36.8,60190053013003
2293,-119.76,36.8,60190053011008
2294,-119.77,36.8,60190053012002
2295,-119.74,36.8,60190053052002
2296,-119.75,36.8,60190053051003
2297,-119.75,36.8,60190053051003
2298,-119.76,36.81,60190054031001
2299,-119.77,36.81,60190054031002
2300,-119.76,36.82,60190054092003
2301,-119.77,36.81,60190054031002
2302,-119.78,36.82,60190054102005
2303,-119.78,36.83,60190054051002
2304,-119.76,36.83,60190054053007
2305,-119.76,36.83,60190054053007
2306,-119.77,36.83,60190054052005
2307,-119.77,36.83,60190054052005
2308,-119.76,36.83,60190054053007
2309,-119.75,36.83,60190054081000
2310,-119.74,36.83,60190054081000
2311,-119.77,36.91,60190055033031
2312,-119.75,36.87,60190055162006
2313,-119.74,36.85,60190055091012
